Nomer;Company;Code;Year;RS;ROA;ROE;NPM
85;Sarana Menara Nusantara;TOWR;2022;0,000927644;0,053279919;0,242269077;0,316835362
86;Chandra Asri Petrochemical;TPIA;2018;-0,000685871;0,057449757;0,102998909;0,071687102
86;Chandra Asri Petrochemical;TPIA;2019;0,759094029;0,00727329;0,013428227;0,012571578
86;Chandra Asri Petrochemical;TPIA;2020;-0,125243855;0,014342293;0,028379518;0,028532299
86;Chandra Asri Petrochemical;TPIA;2021;-0,185994648;0,030416017;0,05178873;0,058854259
86;Chandra Asri Petrochemical;TPIA;2022;0,404383562;-0,03030485;-0,053183824;-0,062651834
87;United Tractors;UNTR;2018;-0,205561836;0,098884661;0,201547277;0,135875277
87;United Tractors;UNTR;2019;-0,172064432;0,099671512;0,182206309;0,131879403
87;United Tractors;UNTR;2020;0,303932353;0,05643658;0,089195251;0,093334303
87;United Tractors;UNTR;2021;-0,138292824;0,094244307;0,147700638;0,133503648
87;United Tractors;UNTR;2022;0,244493392;0,163681409;0,256872869;0,186021726
88;Unilever Indonesia;UNVR;2018;-0,170452133;0,446745708;1,229821235;0,21723841
88;Unilever Indonesia;UNVR;2019;-0,048618219;0,358014528;1,39965922;0,17223866
88;Unilever Indonesia;UNVR;2020;-0,103415815;0,348884776;1,451083654;0,166713209
88;Unilever Indonesia;UNVR;2021;-0,422528874;0,30197189;1,332561907;0,145602589
88;Unilever Indonesia;UNVR;2022;0,180779221;0,292881319;1,342256693;0,130158422
89;Wijaya Karya;WIKA;2018;0,086170952;0,03500422;0,120433463;0,066541084
89;Wijaya Karya;WIKA;2019;0,224568138;0,04219899;0,136399429;0,096315117
89;Wijaya Karya;WIKA;2020;0,037095089;0,004732739;0,01935131;0,019492958
89;Wijaya Karya;WIKA;2021;-0,443324937;0,003003749;0,012298482;0,012039775
89;Wijaya Karya;WIKA;2022;-0,2760181;0,000167658;0,000719479;0,000585919
